Class-Section,"Professor, Name      ",Class Name,Location,Meeting Dates,Book Name,ISBN,CRN
MTSE 790F -826,"Zhou, Tao      ", DOCT DISRTN & RESEARCH,, -,,,14513
MTSE 790F -828,"Prodan, Camelia      ", DOCT DISRTN & RESEARCH,, -,,,14514
MTSE 790G -781,"Chin, Ken      ", DOCTRL DISSRTN & RESRCH,, -,,,14515
MTSE 790G -792,"Ravindra, N.      ", DOCTRL DISSRTN & RESRCH,, -,,,14516
MTSE 790G -796,"Ahn, Keun Hyuk     ", DOCTRL DISSRTN & RESRCH,, -,,,14517
MTSE 790G -808,"Tyson, Trevor      ", DOCTRL DISSRTN & RESRCH,, -,,,14518
MTSE 790G -825,"Sirenko, Andrei      ", DOCTRL DISSRTN & RESRCH,, -,,,14519
MTSE 792B -781,"Chin, Ken      ",PRE-DOCTORAL RESEARCH,, -,,,14520
MTSE 792B -792,"Ravindra, N.      ",PRE-DOCTORAL RESEARCH,, -,,,14521
MTSE 792B -796,"Ahn, Keun Hyuk     ",PRE-DOCTORAL RESEARCH,, -,,,14522
MTSE 792B -808,"Tyson, Trevor      ",PRE-DOCTORAL RESEARCH,, -,,,14523
MTSE 792B -825,"Sirenko, Andrei      ",PRE-DOCTORAL RESEARCH,, -,,,14524
MTSE 792B -828,"Prodan, Camelia      ",PRE-DOCTORAL RESEARCH,, -,,,14525
MTSE 792C -781,"Chin, Ken      ",PRE-DOCTORAL RESEARCH,, -,,,14526
MTSE 792C -792,"Ravindra, N.      ",PRE-DOCTORAL RESEARCH,, -,,,14527
MTSE 792C -796,"Ahn, Keun Hyuk     ",PRE-DOCTORAL RESEARCH,, -,,,14528
MTSE 792C -808,"Tyson, Trevor      ",PRE-DOCTORAL RESEARCH,, -,,,14529
MTSE 792C -825,"Sirenko, Andrei      ",PRE-DOCTORAL RESEARCH,, -,,,14530
MTSE 792C -828,"Prodan, Camelia      ",PRE-DOCTORAL RESEARCH,, -,,,14531
NEUR 5033 -001,, SYSTEMS NEUROSCIENCE,,- ,,,15783
NEUR 5036 -001,, MOLECULAR PHYSIOLOGY OF CELL C,,- ,,,15784
OM 375 -002,"Egbelu, Pius      ", BUS OPERATIONS MGMT & ANALYTIC,KUPF 108,T- 11:30 AM - 02:20 PM,,,14532
OM 375 -102,"Lawrence, Kenneth      ", BUS OPERATIONS MGMT & ANALYTIC,KUPF 204,R- 06:00 PM - 08:50 PM,,,14533
OPSE 402 -002,"Sirenko, Andrei      ",OPT SCI & ENGR-APPLICATN,FMH 403B,M- 02:30 PM - 05:20 PM,,,14534
OPSE 410 -002,, BIOPHOTONICS,,MW- 01:00 PM - 02:20 PM,,,14535
PBL 101 -LCG,, PROJECT BASED LEARNING I,CAB 3052,R- 02:30 PM - 03:50 PM,,,14536
PE 115 -006,"Hearin, Mary      ", STRNGTH TRNING & CONDING,WEC FITCENTR,TR- 11:30 AM - 12:50 PM,,,15612
PE 115 -008,"Callahan, Brian      ", STRNGTH TRNING & CONDING,WEC FITCENTR,F- 08:30 AM - 09:50 AM,,,15613
PE 115 -010,"Callahan, Brian      ", STRNGTH TRNING & CONDING,WEC FITCENTR,TR- 08:30 AM - 09:50 AM,,,15615
PE 117 -002,"Mitchell, Sara      ", JOGGING,WEC FITCENTR,MW- 10:00 AM - 11:20 AM,,,15616
PE 117 -004,"Mitchell, Sara      ", JOGGING,WEC FITCENTR,TR- 10:00 AM - 11:20 AM,,,15618
PE 118 -002,"Mitchell, Sara      ", WALKING,WEC FITCENTR,TR- 10:00 AM - 11:20 AM,,,15619
PE 118 -004,"Mitchell, Sara      ", WALKING,WEC FITCENTR,MW- 10:00 AM - 11:20 AM,,,15622
PE 129 -002,"Nieves, Charlie      ", INDIVIDUALIZED FITNESS,WEC FITCENTR,M- 04:30 PM - 05:50 PM,,,15625
PE 129 -004,"Callahan, Brian      ", INDIVIDUALIZED FITNESS,WEC FITCENTR,MW- 10:00 AM - 11:20 AM,,,15630
PE 129 -006,"Callahan, Brian      ", INDIVIDUALIZED FITNESS,WEC FITCENTR,TR- 10:00 AM - 11:20 AM,,,15631
PE 129 -008,, INDIVIDUALIZED FITNESS,,MW- 01:00 PM - 02:20 PM,,,15632
PE 129 -010,"Bello, Raphael      ", INDIVIDUALIZED FITNESS,WEC FITCENTR,TR- 01:00 PM - 02:20 PM,,,15633
PE 129 -012,"Uy, Matthew      ", INDIVIDUALIZED FITNESS,WEC FITCENTR,TR- 02:30 PM - 03:50 PM,,,15635
PE 129 -102,"Nieves, Charlie      ", INDIVIDUALIZED FITNESS,WEC FITCENTR,M- 06:00 PM - 07:20 PM,,,15636
PE 129 -104,"Nieves, Charlie      ", INDIVIDUALIZED FITNESS,WEC FITCENTR,W- 06:00 PM - 07:20 PM,,,15638
PE 136 -102,, INTRO TO KARATE,,TR- 07:00 PM - 08:20 PM,,,15640
PE 137 -002,"Callahan, Brian      ", INTERMEDIATE KARATE,, -,,,15641
PE 137 -102,, INTERMEDIATE KARATE,,TR- 07:00 PM - 08:20 PM,,,15642
PE 139 -002,"Callahan, Brian      ", INDIVIDUALIZD FITNESS II,WEC FITCENTR, -,,,15667
PE 139 -004,"Callahan, Brian      ", INDIVIDUALIZD FITNESS II,WEC FITCENTR,MW- 10:00 AM - 11:20 AM,,,15643
PE 139 -006,"Callahan, Brian      ", INDIVIDUALIZD FITNESS II,WEC FITCENTR,TR- 10:00 AM - 11:20 AM,,,15614
PE 139 -008,, INDIVIDUALIZD FITNESS II,,MW- 01:00 PM - 02:20 PM,,,15624
PE 139 -010,"Bello, Raphael      ", INDIVIDUALIZD FITNESS II,WEC FITCENTR,TR- 01:00 PM - 02:20 PM,,,15627
PE 139 -012,"Uy, Matthew      ", INDIVIDUALIZD FITNESS II,WEC FITCENTR,TR- 02:30 PM - 03:50 PM,,,15629
PE 140 -002,"Callahan, Brian      ", CIRCUIT TRAINING,WEC FITCENTR,F- 10:00 AM - 11:20 AM,,,15594
PE 140 -004,"Hearin, Mary      ", CIRCUIT TRAINING,WEC FITCENTR,MW- 11:30 AM - 12:50 PM,,,15595
PE 140 -008,"Hearin, Mary      ", CIRCUIT TRAINING,WEC FITCENTR,TR- 11:30 AM - 12:50 PM,,,15597
PE 140 -012,"Callahan, Brian      ", CIRCUIT TRAINING,WEC FITCENTR,TR- 08:30 AM - 09:50 AM,,,15598
PE 140 -014,, CIRCUIT TRAINING,,M- 01:00 PM - 02:20 PM,,,15600
PE 140 -016,"Bello, Raphael      ", CIRCUIT TRAINING,WEC FITCENTR,T- 01:00 PM - 02:20 PM,,,15601
PE 140 -018,, CIRCUIT TRAINING,,W- 01:00 PM - 02:20 PM,,,15602
PE 140 -020,"Bello, Raphael      ", CIRCUIT TRAINING,WEC FITCENTR,R- 01:00 PM - 02:20 PM,,,15603
PE 140 -022,, CIRCUIT TRAINING,,R- 01:00 PM - 02:20 PM,,,15604
PE 140 -024,, CIRCUIT TRAINING,,M- 02:30 PM - 03:50 PM,,,15605
PE 140 -026,, CIRCUIT TRAINING,,T- 02:30 PM - 03:45 PM,,,15608
PE 140 -028,, CIRCUIT TRAINING,,F- 02:30 PM - 03:45 PM,,,15609
PE 140 -030,, CIRCUIT TRAINING,,R- 02:30 PM - 03:45 PM,,,15610
PE 141 -002,"Callahan, Brian      ", INTRO TO DANCE,WEC GROUPFIT,T- 01:00 PM - 02:20 PM,,,15617
PE 141 -004,, INTRO TO DANCE,,M- 11:30 AM - 12:50 PM,,,15620
PE 141 -006,, INTRO TO DANCE,,R- 01:00 PM - 02:20 PM,,,15623
PE 145 -002,, AIR FORCE PHYSICAL TRAINING I,,- ,,,15626
PE 150 -002,"Rosen, Susan      ", BEGINNING YOGA,WEC GROUPFIT,F- 10:00 AM - 11:15 AM,,,15576
PE 150 -004,"Rosen, Susan      ", BEGINNING YOGA,WEC GROUPFIT,R- 11:30 AM - 12:45 PM,,,15570
PE 150 -102,"Rosen, Susan      ", BEGINNING YOGA,WEC GROUPFIT,W- 07:00 PM - 08:20 PM,,,15634
PE 151 -102,"Rosen, Susan      ", INTERMEDIATE YOGA,WEC GROUPFIT,M- 07:00 PM - 08:20 PM,,,15637
PE 171 -002,"Pagan, Roberto      ", LATIN DANCE,WEC GROUPFIT,T- 02:30 PM - 03:50 PM,,,15644
PE 180 -002,, ZUMBA FITNESS,,R- 11:30 AM - 12:50 PM,,,15645
PE 180 -004,"Sampson, Adesina      ", ZUMBA FITNESS,WEC GROUPFIT,M- 01:00 PM - 02:20 PM,,,15577
PE 180 -008,"Smith, Carole      ", ZUMBA FITNESS,WEC GROUPFIT,T- 04:30 PM - 05:50 PM,,,15646
PE 180 -012,, ZUMBA FITNESS,,F- 04:30 PM - 05:50 PM,,,15647
PE 180 -102,, ZUMBA FITNESS,,F- 06:00 PM - 07:20 PM,,,15648
PE 211 -102,"Creutz, Casey      ", INTRO BOWLING & ARCHERY,,R- 07:00 PM - 08:20 PM,,,15649
PE 234 -002,"Litvan, Yefim      ", BEGINNING FENCING,WEC GROUPFIT,T- 10:00 AM - 11:50 AM,,,15650
PE 234 -004,, BEGINNING FENCING,,R- 10:00 AM - 11:50 AM,,,15651
PE 242 -004,"Papaccio, Giuseppe      ", INTRO TO RACQUETBALL,WEC RACQ,W- 11:30 AM - 12:50 PM,,,15652
PE 242 -008,"Waiters, Kim      ", INTRO TO RACQUETBALL,WEC RACQ,M- 11:30 AM - 12:50 PM,,,15611
PE 242 -010,"Lopes, Alexander      ", INTRO TO RACQUETBALL,WEC RACQ,M- 01:00 PM - 02:20 PM,,,15578
PE 242 -012,"Lopes, Alexander      ", INTRO TO RACQUETBALL,WEC RACQ,W- 01:00 PM - 02:20 PM,,,15579
PE 242 -014,, INTRO TO RACQUETBALL,,T- 01:00 PM - 02:20 PM,,,15571
PE 242 -016,"Lopes, Alexander      ", INTRO TO RACQUETBALL,WEC RACQ,R- 01:00 PM - 02:20 PM,,,15572
PE 242 -018,"Waiters, Kim      ", INTRO TO RACQUETBALL,WEC RACQ,T- 11:30 AM - 12:50 PM,,,15573
PE 242 -020,, INTRO TO RACQUETBALL,,W- 10:00 AM - 11:20 AM,,,15574
PE 242 -022,, INTRO TO RACQUETBALL,,R- 01:00 PM - 02:20 PM,,,15575
PHB 701B -080,"Armenante, Piero      ", MASTER'S THESIS,, -,,,14537
PHB 701B -090,"Bilgili, Ecevit      ", MASTER'S THESIS,, -,,,14538
PHB 701B -111,"Simon, Laurent      ", MASTER'S THESIS,, -,,,14539
PHB 701B -116,"Gogos, Costas      ", MASTER'S THESIS,, -,,,14540
PHB 701C -080,"Armenante, Piero      ", MASTER'S THESIS,, -,,,14541
PHB 701C -090,"Bilgili, Ecevit      ", MASTER'S THESIS,, -,,,14542
PHB 701C -111,"Simon, Laurent      ", MASTER'S THESIS,, -,,,14543
PHB 701C -116,"Gogos, Costas      ", MASTER'S THESIS,, -,,,14544
PHB 725 -080,"Armenante, Piero      ", INDEPENDENT STUDY,, -,,,14545
PHB 725 -090,"Bilgili, Ecevit      ", INDEPENDENT STUDY,, -,,,14546
PHB 725 -111,"Simon, Laurent      ", INDEPENDENT STUDY,, -,,,14547
PHB 725 -116,"Gogos, Costas      ", INDEPENDENT STUDY,, -,,,14548
PHB 726 -080,"Armenante, Piero      ", INDEPENDENT STUDY,, -,,,14549
PHB 726 -090,"Bilgili, Ecevit      ", INDEPENDENT STUDY,, -,,,14550
PHB 726 -111,"Simon, Laurent      ", INDEPENDENT STUDY,, -,,,14551
PHB 726 -116,"Gogos, Costas      ", INDEPENDENT STUDY,, -,,,14552
PHCO 501J -031,, HEALTH SYSTEMS & POLICY,, -,,,16005
PHCO 502J -031,, PRIN & METH OF EPIDEMIOLOGY,, -,,,16006
PHCO 513J -032,, PUBLIC HEALTH ESSENTIALS,, -,,,16007
PHEN 502 -102,"Khusid, Boris ", PHARMACTCL ENGR FUND III,GITC 1403,F- 06:00 PM - 09:05 PM,,,14553
PHEN 590 -080,,GRADUATE CO-OP WORK EXPER I,, -,,,14554
PHEN 590 -084,"Obuskovic, Gordana      ",GRADUATE CO-OP WORK EXPER I,, -,,,15938
PHEN 591 -080,,GRADUATE CO-OP WORK EXPER II,, -,,,14555
PHEN 591 -084,,GRADUATE CO-OP WORK EXPER II,, -,,,15939
PHEN 592 -080,,GRADUATE CO-OP WORK EXPER III,, -,,,14556
PHEN 592 -084,"Obuskovic, Gordana      ",GRADUATE CO-OP WORK EXPER III,, -,,,15940
PHEN 601 -852,, PRINC OF PHARMCTCL ENGR,, -,,,14557
PHEN 604 -852,"Melamud, Paul      ", VALIDATION& PHARM INDSTRY,, -,,,14558
PHEN 605 -102,"Orosz, Stephen", PHARMACEUTICAL PACKGING TECH,CKB 207,W- 06:00 PM - 08:50 PM,,,14559
PHEN 618 -102,"Armenante, Piero      ", PRINC PHARMACOKINETICS &DRUG,CKB 315,M- 06:00 PM - 08:50 PM,,,14560
PHEN 701B -080,"Armenante, Piero      ", MASTER'S THESIS,, -,,,14561
PHEN 701B -082,"Barat, Robert      ", MASTER'S THESIS,, -,,,15790
PHEN 701B -090,"Bilgili, Ecevit      ", MASTER'S THESIS,, -,,,14562
PHEN 701B -111,, MASTER'S THESIS,, -,,,14563
PHEN 701B -116,, MASTER'S THESIS,, -,,,14564
PHEN 701B -217,"Guvendiren, Murat      ", MASTER'S THESIS,, -,,,15727
PHEN 701B -445,, MASTER'S THESIS,, -,,,14565
PHEN 701B -486,, MASTER'S THESIS,, -,,,14566
PHEN 701B -487,, MASTER'S THESIS,, -,,,14567
PHEN 701C -080,"Armenante, Piero      ", MASTER'S THESIS,, -,,,14568
PHEN 701C -090,"Bilgili, Ecevit      ", MASTER'S THESIS,, -,,,14569
PHEN 701C -111,, MASTER'S THESIS,, -,,,14570
PHEN 701C -116,, MASTER'S THESIS,, -,,,14571
PHEN 701C -445,"Dave, Rajesh      ", MASTER'S THESIS,, -,,,14572
PHEN 701C -486,"Khusid, Boris      ", MASTER'S THESIS,, -,,,14573
PHEN 701C -487,"Dreyzin, Edward      ", MASTER'S THESIS,, -,,,14574
PHEN 725 -080,"Armenante, Piero      ", INDEPENDENT STUDY,, -,,,14575
PHEN 725 -090,"Bilgili, Ecevit      ", INDEPENDENT STUDY,, -,,,14576
PHEN 725 -111,, INDEPENDENT STUDY,, -,,,14577
PHEN 725 -156,, INDEPENDENT STUDY,, -,,,14578
PHEN 725 -391,, INDEPENDENT STUDY,, -,,,14579
PHEN 725 -486,"Khusid, Boris      ", INDEPENDENT STUDY,, -,,,14580
PHIL 334 -002,"Edel, Gareth      ", ENGINEERING ETHICS,KUPF 108KUPF 211,"M- 10:00 AM - 11:20 AM
R-10:00 AM - 11:20 AM",,,14581
PHIL 334 -004,"Holbrook, James      ", ENGINEERING ETHICS,KUPF 210KUPF 202,"R- 10:00 AM - 11:20 AM
T-10:00 AM - 11:20 AM",,,14582
PHIL 334 -006,"Edel, Gareth      ", ENGINEERING ETHICS,KUPF 208,TR- 01:00 PM - 02:20 PM,,,14583
PHIL 334 -008,, ENGINEERING ETHICS,,WF- 01:00 PM - 02:20 PM,,,14587
PHIL 334 -102,"Heap, Peter      ", ENGINEERING ETHICS,FMH 205,W- 06:00 PM - 08:50 PM,,,14584
PHIL 334 -104,"Bravo, Milton      ", ENGINEERING ETHICS,KUPF 203,T- 06:00 PM - 08:50 PM,,,14585
PHIL 334 -106,"Heap, Peter      ", ENGINEERING ETHICS,KUPF 105,R- 06:00 PM - 08:50 PM,,,14586
PHIL 334 -452,"Sykes, Ariel      ", ENGINEERING ETHICS,, -,,,14588
PHIL 334 -454,"Estrada, Daniel      ", ENGINEERING ETHICS,, -,,,14589
PHIL 334 -456,"Estrada, Daniel      ", ENGINEERING ETHICS,, -,,,14590
PHIL 334 -458,"Sykes, Ariel      ", ENGINEERING ETHICS,, -,,,14591
PHIL 334 -460,"Jones, Chloe      ", ENGINEERING ETHICS,, -,,,14592
PHIL 334 -462,"Jones, Chloe      ", ENGINEERING ETHICS,, -,,,14593
PHIL 334 -464,"Bravo, Milton      ", ENGINEERING ETHICS,, -,,,14594
PHIL 334 -466,, ENGINEERING ETHICS,, -,,,14595
PHIL 334 -H04,"Holbrook, James      ", ENGINEERING ETHICS,KUPF 210KUPF 202,"R- 10:00 AM - 11:20 AM
T-10:00 AM - 11:20 AM",,,14596
PHIL 337 -452,"Brooks, Charles      ", WORLD RELIGIONS,, -,,,14597
PHIL 337 -454,"Brooks, Charles      ", WORLD RELIGIONS,, -,,,14598
PHIL 351 -452,"Deek, Andrew      ", BIOMEDICAL ETHICS,, -,,,14599
PHIL 351 -454,"Deek, Andrew      ", BIOMEDICAL ETHICS,, -,,,15726
PHY 101 -003,, COLLEGE PHYSICS I,,TR- 11:30 AM - 02:20 PM,,,15905
PHY 103 -001,, GENERAL PHYSICS I,,TR- 08:30 AM - 11:20 AM,,,15952
PHY 103 -103,, GENERAL PHYSICS I,,MW- 11:30 AM - 02:20 PM,,,15815
PHY 114 -001,, METEOROLOGY,,TR- 01:00 PM - 03:45 PM,,,15772
PHYS 102 -002,"Ravindra, N.      ", GENERAL PHYSICS,KUPF 210,TR- 02:30 PM - 03:50 PM,,,14600
PHYS 102 -004,"Ahn, Keun Hyuk     ", GENERAL PHYSICS,CKB 217TIER 114,"R- 08:30 AM - 09:50 AM
T-11:30 AM - 12:50 PM",,,14601
PHYS 102 -006,"Ahn, Keun Hyuk     ", GENERAL PHYSICS,TIER 105CKB 217,"M- 10:00 AM - 11:20 AM
R-08:30 AM - 09:50 AM",,,14602
PHYS 102 -102,"Ravindra, N.      ", GENERAL PHYSICS,TIER 113,M- 06:00 PM - 08:50 PM,,,14603
PHYS 102A -002,"Wei, Yuqian      ", GENERAL PHYSICS LAB,TIER 409,R- 08:30 AM - 10:35 AM,,,14604
PHYS 102A -004,"Wei, Yuqian      ", GENERAL PHYSICS LAB,TIER 409,R- 10:45 AM - 12:50 PM,,,14605
PHYS 102A -102,"Liu, Binjie      ", GENERAL PHYSICS LAB,TIER 409,F- 05:45 PM - 07:40 PM,,,14606
PHYS 102A -104,"Liu, Binjie      ", GENERAL PHYSICS LAB,TIER 409,R- 05:45 PM - 07:40 PM,,,14607
PHYS 103 -002,"Opyrchal, Jan      ", GENERAL PHYSICS,TIER LECT 2FMH 213,"M- 01:00 PM - 02:20 PM
W-01:00 PM - 02:20 PM",,,14608
PHYS 103 -004,"Opyrchal, Jan      ", GENERAL PHYSICS,TIER LECT 2FMH 213,"M- 01:00 PM - 02:20 PM
W-08:30 AM - 09:50 AM",,,14609
PHYS 103 -006,"Opyrchal, Halina      ", GENERAL PHYSICS,TIER 105TIER LECT 1,"M- 01:00 PM - 02:20 PM
W-01:00 PM - 02:20 PM",,,14610
PHYS 103 -008,"Opyrchal, Halina      ", GENERAL PHYSICS,TIER 108TIER LECT 1,"M- 08:30 AM - 09:50 AM
W-01:00 PM - 02:20 PM",,,14611
PHYS 103 -102,"Behi, Mohammad      ", GENERAL PHYSICS,TIER 114,M- 06:00 PM - 08:50 PM,,,14612
PHYS 103A -002,"Stefan, John      ", GENERAL PHYSICS LAB,TIER 408,R- 01:00 PM - 03:05 PM,,,14613
PHYS 103A -004,"Huang, Nengyi      ", GENERAL PHYSICS LAB,TIER 409,W- 10:45 AM - 12:50 PM,,,14614
PHYS 103A -006,, GENERAL PHYSICS LAB,,M- 12:15 PM - 02:20 PM,,,14616
PHYS 103A -008,"Huang, Nengyi      ", GENERAL PHYSICS LAB,TIER 408,M- 10:00 AM - 12:05 PM,,,14617
PHYS 103A -102,"Zhuang, Haizheng      ", GENERAL PHYSICS LAB,TIER 408,R- 05:45 PM - 07:40 PM,,,14615
PHYS 111 -002,"Thomas, Gordon      ", PHYSICS I,CKB G08,MW- 01:00 PM - 02:20 PM,,,14618
PHYS 111 -004,"Gokce, Oktay      ", PHYSICS I,KUPF 118TIER 112,"F- 10:00 AM - 11:20 AM
T-11:30 AM - 12:50 PM",,,14619
PHYS 111 -006,"Gokce, Oktay      ", PHYSICS I,KUPF 118KUPF 104,"F- 10:00 AM - 11:20 AM
T-10:00 AM - 11:20 AM",,,14620
PHYS 111 -010,"Dias, Cristiano      ", PHYSICS I,CULM LECT 2TIER 112,"F- 01:00 PM - 02:20 PM
T-10:00 AM - 11:20 AM",,,14621
PHYS 111 -012,"Dias, Cristiano      ", PHYSICS I,CULM LECT 2TIER 114,"F- 01:00 PM - 02:20 PM
W-01:00 PM - 02:20 PM",,,14622
PHYS 111 -014,"Shneidman, Vitaly      ", PHYSICS I,TIER LECT 1TIER 106,"R- 02:30 PM - 03:50 PM
T-01:00 PM - 02:20 PM",,,14623
PHYS 111 -016,"Shneidman, Vitaly      ", PHYSICS I,TIER LECT 1TIER 108,"R- 02:30 PM - 03:50 PM
T-08:30 AM - 09:50 AM",,,14624
PHYS 111 -018,"Georgiou, George      ", PHYSICS I,TIER 107,MW- 01:00 PM - 02:20 PM,,,14625
PHYS 111 -020,"Russo, Onofrio      ", PHYSICS I,TIER 111CULM LECT 2,"F- 10:00 AM - 11:20 AM
W-01:00 PM - 02:20 PM",,,14626
PHYS 111 -022,"Russo, Onofrio      ", PHYSICS I,TIER 107CULM LECT 2,"F- 08:30 AM - 09:50 AM
W-01:00 PM - 02:20 PM",,,14627
PHYS 111 -102,"Piatek, Slawomir      ", PHYSICS I,TIER 106,M- 06:00 PM - 08:50 PM,,,14628
PHYS 111 -104,"Russo, Onofrio      ", PHYSICS I,FMH 110,W- 06:00 PM - 08:50 PM,,,14629
PHYS 111 -BCT,, PHYSICS I,, -,,,15955
PHYS 111A -002,"Leng, Biao      ", PHYSICS I LAB,KUPF 205,F- 01:00 PM - 03:05 PM,,,14630
PHYS 111A -004,"Genoud, Adrien      ", PHYSICS I LAB,TIER 407,W- 08:30 AM - 10:35 AM,,,14631
PHYS 111A -006,"Sadoh, Airefetalo      ", PHYSICS I LAB,TIER 407,R- 01:00 PM - 03:05 PM,,,14632
PHYS 111A -008,"Sadoh, Airefetalo      ", PHYSICS I LAB,TIER 407,M- 01:45 PM - 03:50 PM,,,14633
PHYS 111A -010,"Sadoh, Airefetalo      ", PHYSICS I LAB,TIER 407,R- 10:45 AM - 12:50 PM,,,14634
PHYS 111A -012,"Sadoh, Airefetalo      ", PHYSICS I LAB,TIER 407,M- 11:30 AM - 01:35 PM,,,14635
PHYS 111A -014,"Stefan, John      ", PHYSICS I LAB,TIER 407,T- 12:15 PM - 02:20 PM,,,14636
PHYS 111A -016,"Zhuang, Haizheng      ", PHYSICS I LAB,TIER 407,F- 08:30 AM - 10:35 AM,,,14637
PHYS 111A -018,"Zhuang, Haizheng      ", PHYSICS I LAB,TIER 407,R- 08:30 AM - 10:35 AM,,,14638
PHYS 111A -102,"Genoud, Adrien      ", PHYSICS I LAB,TIER 407,R- 07:50 PM - 09:45 PM,,,14639
PHYS 111A -104,"Genoud, Adrien      ", PHYSICS I LAB,TIER 407,R- 05:45 PM - 07:40 PM,,,14640
PHYS 111A -BCT,, PHYSICS I LAB,, -,,,15956
PHYS 114 -002,"Gerrard, Andrew      ", INTRO TO DATA REDUCTION W/APPL,TIER 107,MR- 08:30 AM - 09:50 AM,,,14641
PHYS 121 -002,"Janow, Richard      ", PHYSICS II,TIER LECT 1KUPF 203,"R- 01:00 PM - 02:20 PM
T-01:00 PM - 02:20 PM",,,14642
PHYS 121 -004,"Janow, Richard      ", PHYSICS II,TIER LECT 1FMH 213,"R- 01:00 PM - 02:20 PM
T-08:30 AM - 09:50 AM",,,14643
PHYS 121 -006,"Shneidman, Vitaly      ", PHYSICS II,TIER LECT 1FMH 213,"M- 01:00 PM - 02:20 PM
R-08:30 AM - 09:50 AM",,,14644
PHYS 121 -008,"Shneidman, Vitaly      ", PHYSICS II,TIER LECT 1FMH 213,"M- 01:00 PM - 02:20 PM
R-11:30 AM - 12:50 PM",,,14645
PHYS 121 -010,"Janow, Richard      ", PHYSICS II,TIER 113TIER LECT 1,"M- 01:00 PM - 02:20 PM
R-10:00 AM - 11:20 AM",,,14646
PHYS 121 -012,"Janow, Richard      ", PHYSICS II,TIER LECT 1TIER 106,"R- 10:00 AM - 11:20 AM
T-11:30 AM - 12:50 PM",,,14647
PHYS 121 -014,"Opyrchal, Halina      ", PHYSICS II,TIER 113,WF- 08:30 AM - 09:50 AM,,,14648
PHYS 121 -016,"Nowadnick, Elizabeth      ", PHYSICS II,TIER 105,MR- 02:30 PM - 03:50 PM,,,14649
PHYS 121 -102,"Farrow, Reginald      ", PHYSICS II,TIER 108,M- 06:00 PM - 08:50 PM,,,14650
PHYS 121 -104,"Chin, Ken      ", PHYSICS II,TIER 108,R- 06:00 PM - 08:50 PM,,,14651
PHYS 121 -106,"Chin, Ken      ", PHYSICS II,TIER 111,W- 06:00 PM - 08:50 PM,,,14652
PHYS 121 -108,"Piatek, Slawomir      ", PHYSICS II,TIER 112,R- 06:00 PM - 08:50 PM,,,14653
PHYS 121 -SCT,, PHYSICS II,, -,,,15958
PHYS 121 -H02,"Thomas, Benjamin      ",PHYSICS II - HONORS,KUPF 203TIER LECT 1,"M- 01:00 PM - 02:20 PM
W-11:30 AM - 12:50 PM",,,14654
PHYS 121 -H04,"Thomas, Benjamin      ",PHYSICS II - HONORS,KUPF 208TIER LECT 1,"M- 10:00 AM - 11:20 AM
W-11:30 AM - 12:50 PM",,,14655
PHYS 121A -002,"Gao, Yunpeng      ", PHYSICS II LAB,TIER 406,F- 01:00 PM - 03:05 PM,,,14656
PHYS 121A -004,"Gao, Yunpeng      ", PHYSICS II LAB,TIER 406,F- 03:15 PM - 05:20 PM,,,14657
PHYS 121A -006,"Jalali, Sharareh      ", PHYSICS II LAB,TIER 406,M- 08:30 AM - 10:35 AM,,,14658
PHYS 121A -008,"Qian, Kai      ", PHYSICS II LAB,TIER 406,W- 12:15 PM - 02:20 PM,,,14659
PHYS 121A -010,"Qian, Kai      ", PHYSICS II LAB,TIER 406,M- 10:45 AM - 12:50 PM,,,14660
PHYS 121A -012,"Liu, Binjie      ", PHYSICS II LAB,TIER 406,T- 03:15 PM - 05:20 PM,,,14661
PHYS 121A -014,"Chai, Yi      ", PHYSICS II LAB,TIER 406,T- 01:00 PM - 03:05 PM,,,14662
PHYS 121A -016,"Chai, Yi      ", PHYSICS II LAB,TIER 406,T- 08:30 AM - 10:35 AM,,,14663
PHYS 121A -018,"Yang, Yanxing      ", PHYSICS II LAB,TIER 406,W- 08:30 AM - 10:35 AM,,,14664
PHYS 121A -020,"Jalali, Sharareh      ", PHYSICS II LAB,TIER 406,F- 08:30 AM - 10:35 AM,,,14665
PHYS 121A -022,"Gao, Yunpeng      ", PHYSICS II LAB,TIER 406,M- 01:00 PM - 03:05 PM,,,14666
PHYS 121A -024,"Jalali, Sharareh      ", PHYSICS II LAB,TIER 406,R- 08:30 AM - 10:35 AM,,,14667
PHYS 121A -026,"Stejko, Andrey      ", PHYSICS II LAB,TIER 406,R- 01:45 PM - 03:50 PM,,,14668
PHYS 121A -028,"Chai, Yi      ", PHYSICS II LAB,TIER 406,R- 10:45 AM - 12:50 PM,,,15788
PHYS 121A -030,"Stejko, Andrey      ", PHYSICS II LAB,TIER 406,T- 10:45 AM - 12:50 PM,,,14669
PHYS 121A -102,"Yang, Yanxing      ", PHYSICS II LAB,TIER 406,W- 05:45 PM - 07:40 PM,,,14670
PHYS 121A -104,"Cheng, Wenting      ", PHYSICS II LAB,TIER 406,M- 05:45 PM - 07:40 PM,,,14671
PHYS 121A -106,"Cheng, Wenting      ", PHYSICS II LAB,TIER 406,T- 05:45 PM - 07:40 PM,,,14672
PHYS 121A -108,"Yang, Yanxing      ", PHYSICS II LAB,TIER 406,W- 07:50 PM - 09:45 PM,,,14673
